dataset,setting,learner,method,T,K,repeat,c,delta,target_mean,r_eg,boundary_ratio,B,expected_exploration_per_arm,expected_non_target_exploratory_pulls,cost,C,nK,target_cost,non_target_cost,target_budget_fraction,non_target_budget_fraction,normalized_cost,cost_over_sqrt_TKlogT,H,T0,xi,non_target_online_pulls,greedy_non_target_pulls,exploratory_non_target_pulls,success,individual_exploration_bound,all_greedy_target,online_ratio,allocation_json,online_counts_json,exploratory_counts_json,means_json,seed,trajectory_seconds,status
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,25,37,1.0,0.05,0.001092852742257906,0.016099689437998485,0.06788036169682597,27,12.49305897698644,82.45193144547464,80523,80523,40251,40251,40272,0.49986960247382733,0.5001303975261726,1.000305009734531,2.6537011460190647,2419477,80523,648,96,0,96,1,1,1,0.9999603220034743,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 40251]","[3, 3, 4, 1, 4, 5, 6, 8, 7, 1, 4, 5, 3, 4, 3, 4, 4, 3, 1, 3, 3, 6, 5, 6, 2419381]","[3, 3, 4, 1, 4, 5, 6, 8, 7, 1, 4, 5, 3, 4, 3, 4, 4, 3, 1, 3, 3, 6, 5, 6, 4]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.001092852742257906]",904930020,0.05528058401250746,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,25,38,1.0,0.05,0.001092852742257906,0.016099689437998485,0.06788036169682597,27,12.49305897698644,82.45193144547464,80523,80523,40251,40251,40272,0.49986960247382733,0.5001303975261726,1.000305009734531,2.6537011460190647,2419477,80523,648,89,0,89,1,1,1,0.999963215190721,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 40251]","[3, 5, 6, 5, 5, 4, 2, 5, 3, 1, 6, 3, 4, 3, 5, 3, 4, 6, 2, 3, 5, 1, 3, 2, 2419388]","[3, 5, 6, 5, 5, 4, 2, 5, 3, 1, 6, 3, 4, 3, 5, 3, 4, 6, 2, 3, 5, 1, 3, 2, 1]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.001092852742257906]",2042903090,0.05478029200457968,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,25,39,1.0,0.05,0.001092852742257906,0.016099689437998485,0.06788036169682597,27,12.49305897698644,82.45193144547464,80523,80523,40251,40251,40272,0.49986960247382733,0.5001303975261726,1.000305009734531,2.6537011460190647,2419477,80523,648,90,0,90,1,1,1,0.9999628018782571,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 40251]","[2, 4, 2, 2, 6, 2, 7, 7, 5, 2, 1, 3, 1, 5, 6, 3, 2, 5, 4, 1, 3, 5, 6, 6, 2419387]","[2, 4, 2, 2, 6, 2, 7, 7, 5, 2, 1, 3, 1, 5, 6, 3, 2, 5, 4, 1, 3, 5, 6, 6, 6]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.001092852742257906]",178793704,0.05489133400260471,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,25,40,1.0,0.05,0.001092852742257906,0.016099689437998485,0.06788036169682597,27,12.49305897698644,82.45193144547464,80523,80523,40251,40251,40272,0.49986960247382733,0.5001303975261726,1.000305009734531,2.6537011460190647,2419477,80523,648,81,0,81,1,1,1,0.9999665216904314,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 40251]","[3, 4, 5, 6, 4, 3, 6, 3, 2, 3, 5, 2, 2, 5, 3, 4, 2, 3, 4, 2, 3, 3, 2, 2, 2419396]","[3, 4, 5, 6, 4, 3, 6, 3, 2, 3, 5, 2, 2, 5, 3, 4, 2, 3, 4, 2, 3, 3, 2, 2, 5]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.001092852742257906]",1324240816,0.05459987500216812,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,25,41,1.0,0.05,0.001092852742257906,0.016099689437998485,0.06788036169682597,27,12.49305897698644,82.45193144547464,80523,80523,40251,40251,40272,0.49986960247382733,0.5001303975261726,1.000305009734531,2.6537011460190647,2419477,80523,648,86,0,86,1,1,1,0.9999644551281124,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 40251]","[6, 4, 3, 6, 1, 1, 2, 2, 4, 4, 4, 5, 5, 5, 3, 5, 4, 4, 3, 3, 4, 3, 2, 3, 2419391]","[6, 4, 3, 6, 1, 1, 2, 2, 4, 4, 4, 5, 5, 5, 3, 5, 4, 4, 3, 3, 4, 3, 2, 3, 2]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.001092852742257906]",734184448,0.05570579100458417,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,25,42,1.0,0.05,0.001092852742257906,0.016099689437998485,0.06788036169682597,27,12.49305897698644,82.45193144547464,80523,80523,40251,40251,40272,0.49986960247382733,0.5001303975261726,1.000305009734531,2.6537011460190647,2419477,80523,648,88,0,88,1,1,1,0.9999636285031848,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 40251]","[6, 1, 3, 5, 2, 0, 0, 2, 0, 3, 3, 5, 7, 5, 4, 4, 4, 3, 5, 5, 7, 6, 3, 5, 2419389]","[6, 1, 3, 5, 2, 0, 0, 2, 0, 3, 3, 5, 7, 5, 4, 4, 4, 3, 5, 5, 7, 6, 3, 5, 5]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.001092852742257906]",2162536417,0.0549187919968972,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,25,43,1.0,0.05,0.001092852742257906,0.016099689437998485,0.06788036169682597,27,12.49305897698644,82.45193144547464,80523,80523,40251,40251,40272,0.49986960247382733,0.5001303975261726,1.000305009734531,2.6537011460190647,2419477,80523,648,90,0,90,1,1,1,0.9999628018782571,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 40251]","[5, 6, 2, 2, 2, 2, 5, 5, 2, 3, 5, 3, 5, 1, 9, 3, 5, 5, 1, 5, 1, 3, 6, 4, 2419387]","[5, 6, 2, 2, 2, 2, 5, 5, 2, 3, 5, 3, 5, 1, 9, 3, 5, 5, 1, 5, 1, 3, 6, 4, 3]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.001092852742257906]",488265413,0.05466570799762849,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,25,44,1.0,0.05,0.001092852742257906,0.016099689437998485,0.06788036169682597,27,12.49305897698644,82.45193144547464,80523,80523,40251,40251,40272,0.49986960247382733,0.5001303975261726,1.000305009734531,2.6537011460190647,2419477,80523,648,77,0,77,1,1,1,0.9999681749402867,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 40251]","[0, 6, 0, 4, 6, 2, 6, 2, 3, 3, 4, 2, 7, 2, 3, 2, 1, 2, 5, 1, 6, 2, 5, 3, 2419400]","[0, 6, 0, 4, 6, 2, 6, 2, 3, 3, 4, 2, 7, 2, 3, 2, 1, 2, 5, 1, 6, 2, 5, 3, 1]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.001092852742257906]",1445458757,0.05527866700140294,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,25,45,1.0,0.05,0.001092852742257906,0.016099689437998485,0.06788036169682597,27,12.49305897698644,82.45193144547464,80523,80523,40251,40251,40272,0.49986960247382733,0.5001303975261726,1.000305009734531,2.6537011460190647,2419477,80523,648,83,0,83,1,1,1,0.9999656950655038,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 40251]","[6, 5, 3, 5, 5, 2, 2, 4, 6, 1, 5, 5, 0, 2, 4, 3, 5, 1, 6, 4, 2, 2, 3, 2, 2419394]","[6, 5, 3, 5, 5, 2, 2, 4, 6, 1, 5, 5, 0, 2, 4, 3, 5, 1, 6, 4, 2, 2, 3, 2, 3]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.001092852742257906]",1604380376,0.05701220799528528,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,25,46,1.0,0.05,0.001092852742257906,0.016099689437998485,0.06788036169682597,27,12.49305897698644,82.45193144547464,80523,80523,40251,40251,40272,0.49986960247382733,0.5001303975261726,1.000305009734531,2.6537011460190647,2419477,80523,648,97,0,97,1,1,1,0.9999599086910105,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 40251]","[2, 10, 5, 6, 5, 1, 3, 5, 4, 2, 2, 3, 7, 2, 2, 6, 2, 6, 5, 4, 2, 5, 4, 4, 2419380]","[2, 10, 5, 6, 5, 1, 3, 5, 4, 2, 2, 3, 7, 2, 2, 6, 2, 6, 5, 4, 2, 5, 4, 4, 2]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.001092852742257906]",2565187849,0.05617483401147183,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,25,47,1.0,0.05,0.001092852742257906,0.016099689437998485,0.06788036169682597,27,12.49305897698644,82.45193144547464,80523,80523,40251,40251,40272,0.49986960247382733,0.5001303975261726,1.000305009734531,2.6537011460190647,2419477,80523,648,81,0,81,1,1,1,0.9999665216904314,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 40251]","[2, 4, 2, 6, 5, 5, 4, 6, 2, 1, 4, 3, 2, 3, 3, 1, 4, 3, 4, 1, 5, 3, 3, 5, 2419396]","[2, 4, 2, 6, 5, 5, 4, 6, 2, 1, 4, 3, 2, 3, 3, 1, 4, 3, 4, 1, 5, 3, 3, 5, 1]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.001092852742257906]",1669690931,0.05619166701217182,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,25,48,1.0,0.05,0.001092852742257906,0.016099689437998485,0.06788036169682597,27,12.49305897698644,82.45193144547464,80523,80523,40251,40251,40272,0.49986960247382733,0.5001303975261726,1.000305009734531,2.6537011460190647,2419477,80523,648,78,0,78,1,1,1,0.9999677616278229,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 40251]","[4, 1, 3, 5, 1, 1, 4, 2, 6, 3, 5, 2, 1, 2, 5, 5, 4, 1, 3, 4, 5, 4, 6, 1, 2419399]","[4, 1, 3, 5, 1, 1, 4, 2, 6, 3, 5, 2, 1, 2, 5, 5, 4, 1, 3, 4, 5, 4, 6, 1, 2]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.001092852742257906]",1230073736,0.06715820801036898,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,25,49,1.0,0.05,0.001092852742257906,0.016099689437998485,0.06788036169682597,27,12.49305897698644,82.45193144547464,80523,80523,40251,40251,40272,0.49986960247382733,0.5001303975261726,1.000305009734531,2.6537011460190647,2419477,80523,648,80,0,80,1,1,1,0.9999669350028952,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 40251]","[3, 2, 6, 8, 5, 6, 1, 1, 3, 4, 2, 5, 1, 6, 5, 3, 1, 4, 2, 3, 2, 1, 4, 2, 2419397]","[3, 2, 6, 8, 5, 6, 1, 1, 3, 4, 2, 5, 1, 6, 5, 3, 1, 4, 2, 3, 2, 1, 4, 2, 5]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.001092852742257906]",113423044,0.05619645801198203,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,25,0,1.0,0.05,0.0005264444111754646,0.00848528137423857,0.06204206884332169,30,13.879353188106347,97.82878175438229,169718,169718,84854,84854,84864,0.49997053936530006,0.5000294606346999,1.000072905745154,2.6736283435397534,9830282,169718,720,99,0,99,1,1,1,0.9999899290783316,"[3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 84854]","[3, 2, 4, 6, 3, 1, 2, 6, 4, 1, 7, 2, 2, 6, 9, 4, 5, 2, 10, 4, 4, 4, 4, 4, 9830183]","[3, 2, 4, 6, 3, 1, 2, 6, 4, 1, 7, 2, 2, 6, 9, 4, 5, 2, 10, 4, 4, 4, 4, 4, 3]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.0005264444111754646]",1327559111,0.22706054199079517,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,25,1,1.0,0.05,0.0005264444111754646,0.00848528137423857,0.06204206884332169,30,13.879353188106347,97.82878175438229,169718,169718,84854,84854,84864,0.49997053936530006,0.5000294606346999,1.000072905745154,2.6736283435397534,9830282,169718,720,80,0,80,1,1,1,0.9999918618814801,"[3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 84854]","[2, 2, 2, 0, 6, 5, 3, 3, 2, 2, 2, 8, 3, 3, 3, 5, 5, 2, 4, 3, 3, 3, 4, 5, 9830202]","[2, 2, 2, 0, 6, 5, 3, 3, 2, 2, 2, 8, 3, 3, 3, 5, 5, 2, 4, 3, 3, 3, 4, 5, 5]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.0005264444111754646]",1381942619,0.22562650000327267,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,25,2,1.0,0.05,0.0005264444111754646,0.00848528137423857,0.06204206884332169,30,13.879353188106347,97.82878175438229,169718,169718,84854,84854,84864,0.49997053936530006,0.5000294606346999,1.000072905745154,2.6736283435397534,9830282,169718,720,101,0,101,1,1,1,0.9999897256253686,"[3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 84854]","[3, 2, 2, 6, 5, 2, 4, 5, 8, 4, 4, 4, 6, 4, 3, 5, 4, 1, 6, 6, 4, 5, 4, 4, 9830181]","[3, 2, 2, 6, 5, 2, 4, 5, 8, 4, 4, 4, 6, 4, 3, 5, 4, 1, 6, 6, 4, 5, 4, 4, 4]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.0005264444111754646]",2216721033,0.22345629199116956,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,25,3,1.0,0.05,0.0005264444111754646,0.00848528137423857,0.06204206884332169,30,13.879353188106347,97.82878175438229,169718,169718,84854,84854,84864,0.49997053936530006,0.5000294606346999,1.000072905745154,2.6736283435397534,9830282,169718,720,92,0,92,1,1,1,0.9999906411637021,"[3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 84854]","[4, 4, 2, 2, 2, 2, 3, 2, 3, 4, 5, 5, 5, 4, 4, 7, 5, 5, 4, 3, 2, 3, 7, 5, 9830190]","[4, 4, 2, 2, 2, 2, 3, 2, 3, 4, 5, 5, 5, 4, 4, 7, 5, 5, 4, 3, 2, 3, 7, 5, 4]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.0005264444111754646]",3747114590,0.22280745800526347,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,25,4,1.0,0.05,0.0005264444111754646,0.00848528137423857,0.06204206884332169,30,13.879353188106347,97.82878175438229,169718,169718,84854,84854,84864,0.49997053936530006,0.5000294606346999,1.000072905745154,2.6736283435397534,9830282,169718,720,82,0,82,1,1,1,0.9999916584285171,"[3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 84854]","[3, 4, 1, 3, 7, 6, 5, 3, 2, 5, 2, 5, 2, 2, 3, 3, 5, 4, 4, 2, 1, 0, 4, 6, 9830200]","[3, 4, 1, 3, 7, 6, 5, 3, 2, 5, 2, 5, 2, 2, 3, 3, 5, 4, 4, 2, 1, 0, 4, 6, 7]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.0005264444111754646]",2087213227,0.224971125004231,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,25,5,1.0,0.05,0.0005264444111754646,0.00848528137423857,0.06204206884332169,30,13.879353188106347,97.82878175438229,169718,169718,84854,84854,84864,0.49997053936530006,0.5000294606346999,1.000072905745154,2.6736283435397534,9830282,169718,720,106,0,106,1,1,1,0.9999892169929612,"[3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 3536, 84854]","[3, 6, 4, 5, 2, 10, 3, 5, 3, 5, 5, 2, 5, 3, 5, 5, 3, 2, 4, 4, 5, 5, 7, 5, 9830176]","[3, 6, 4, 5, 2, 10, 3, 5, 3, 5, 5, 2, 5, 3, 5, 5, 3, 2, 4, 4, 5, 5, 7, 5, 2]","[0.2, 0.22608695652173916, 0.2521739130434783, 0.27826086956521745, 0.30434782608695654, 0.3304347826086957, 0.35652173913043483, 0.3826086956521739, 0.4086956521739131, 0.4347826086956522, 0.46086956521739136, 0.4869565217391305, 0.5130434782608697, 0.5391304347826088, 0.5652173913043479, 0.5913043478260871, 0.6173913043478262, 0.6434782608695653, 0.6695652173913045, 0.6956521739130436, 0.7217391304347827, 0.7478260869565219, 0.7739130434782611, 0.8, 0.0005264444111754646]",288453160,0.2226197910058545,simulated
