dataset,setting,learner,method,T,K,repeat,c,delta,target_mean,r_eg,boundary_ratio,B,cost,C,T0,H,nK,total_target_ratio,online_ratio,non_target_online_pulls,greedy_non_target_pulls,exploratory_non_target_pulls,initialization_non_target_pulls,modified_reward_count,target_reward_sum,cost_definition,allocation_json,online_counts_json,exploratory_counts_json,initialization_counts_json,reward_sums_json,observed_reward_sums_json,means_json,seed,trajectory_seconds,status
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,40,5,1.0,0.05,0.0023048997373335918,0.031843366656181316,0.07238241365054197,26,999992,999992,0,1000000,0,8e-06,8e-06,999992,999572,381,39,200829,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[999587, 9, 8, 11, 13, 10, 15, 13, 7, 12, 10, 10, 11, 9, 11, 10, 12, 11, 11, 15, 18, 8, 11, 10, 9, 5, 6, 11, 8, 13, 13, 11, 11, 15, 11, 12, 7, 9, 9, 8]","[14, 8, 7, 10, 12, 9, 14, 12, 6, 11, 9, 9, 10, 8, 10, 9, 11, 10, 10, 14, 17, 7, 10, 9, 8, 4, 5, 10, 7, 12, 12, 10, 10, 14, 10, 11, 6, 8, 8, 7]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[200615.0, 1.0, 1.0, 3.0, 4.0, 1.0, 5.0, 8.0, 3.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 5.0, 4.0, 7.0, 9.0, 6.0, 6.0, 5.0, 6.0, 4.0, 6.0, 8.0, 4.0, 10.0, 9.0, 8.0, 9.0, 12.0, 9.0, 8.0, 6.0, 7.0, 8.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.21578947368421053, 0.23157894736842108, 0.2473684210526316, 0.26315789473684215, 0.27894736842105267, 0.2947368421052632, 0.3105263157894737, 0.3263157894736842, 0.3421052631578948, 0.3578947368421053, 0.37368421052631584, 0.38947368421052636, 0.4052631578947369, 0.42105263157894746, 0.436842105263158, 0.4526315789473685, 0.468421052631579, 0.48421052631578954, 0.5000000000000001, 0.5157894736842106, 0.5315789473684212, 0.5473684210526317, 0.5631578947368422, 0.5789473684210527, 0.5947368421052632, 0.6105263157894738, 0.6263157894736844, 0.6421052631578948, 0.6578947368421053, 0.6736842105263159, 0.6894736842105265, 0.705263157894737, 0.7210526315789476, 0.736842105263158, 0.7526315789473685, 0.7684210526315791, 0.7842105263157897, 0.8, 0.0023048997373335918]",2294665857,0.04844650000450201,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,40,6,1.0,0.05,0.0023048997373335918,0.031843366656181316,0.07238241365054197,26,63708,63708,63708,936292,31845,0.968003,0.9998568822546813,134,0,134,0,0,,injected samples,"[817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 31845]","[4, 4, 3, 9, 3, 5, 5, 4, 1, 2, 0, 5, 5, 4, 2, 4, 4, 2, 3, 4, 4, 5, 3, 2, 4, 4, 3, 3, 2, 3, 3, 5, 2, 1, 5, 1, 4, 2, 5, 936158]","[4, 4, 3, 9, 3, 5, 5, 4, 1, 2, 0, 5, 5, 4, 2, 4, 4, 2, 3, 4, 4, 5, 3, 2, 4, 4, 3, 3, 2, 3, 3, 5, 2, 1, 5, 1, 4, 2, 5, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.21578947368421053, 0.23157894736842108, 0.2473684210526316, 0.26315789473684215, 0.27894736842105267, 0.2947368421052632, 0.3105263157894737, 0.3263157894736842, 0.3421052631578948, 0.3578947368421053, 0.37368421052631584, 0.38947368421052636, 0.4052631578947369, 0.42105263157894746, 0.436842105263158, 0.4526315789473685, 0.468421052631579, 0.48421052631578954, 0.5000000000000001, 0.5157894736842106, 0.5315789473684212, 0.5473684210526317, 0.5631578947368422, 0.5789473684210527, 0.5947368421052632, 0.6105263157894738, 0.6263157894736844, 0.6421052631578948, 0.6578947368421053, 0.6736842105263159, 0.6894736842105265, 0.705263157894737, 0.7210526315789476, 0.736842105263158, 0.7526315789473685, 0.7684210526315791, 0.7842105263157897, 0.8, 0.0023048997373335918]",47828820,0.029945582995424047,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,40,6,1.0,0.05,0.0023048997373335918,0.031843366656181316,0.07238241365054197,26,999985,999985,0,1000000,0,1.5e-05,1.5e-05,999985,999562,384,39,200451,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[999573, 8, 6, 6, 16, 6, 14, 14, 9, 7, 9, 12, 12, 11, 9, 15, 12, 12, 11, 11, 12, 15, 9, 10, 11, 16, 12, 8, 10, 13, 10, 5, 17, 13, 7, 11, 7, 16, 10, 15]","[10, 7, 5, 5, 15, 5, 13, 13, 8, 6, 8, 11, 11, 10, 8, 14, 11, 11, 10, 10, 11, 14, 8, 9, 10, 15, 11, 7, 9, 12, 9, 4, 16, 12, 6, 10, 6, 15, 9, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[200232.0, 2.0, 0.0, 1.0, 4.0, 3.0, 4.0, 5.0, 3.0, 3.0, 3.0, 7.0, 6.0, 4.0, 3.0, 7.0, 4.0, 5.0, 7.0, 5.0, 5.0, 8.0, 8.0, 5.0, 7.0, 6.0, 9.0, 7.0, 8.0, 6.0, 7.0, 3.0, 12.0, 9.0, 6.0, 10.0, 6.0, 12.0, 9.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.21578947368421053, 0.23157894736842108, 0.2473684210526316, 0.26315789473684215, 0.27894736842105267, 0.2947368421052632, 0.3105263157894737, 0.3263157894736842, 0.3421052631578948, 0.3578947368421053, 0.37368421052631584, 0.38947368421052636, 0.4052631578947369, 0.42105263157894746, 0.436842105263158, 0.4526315789473685, 0.468421052631579, 0.48421052631578954, 0.5000000000000001, 0.5157894736842106, 0.5315789473684212, 0.5473684210526317, 0.5631578947368422, 0.5789473684210527, 0.5947368421052632, 0.6105263157894738, 0.6263157894736844, 0.6421052631578948, 0.6578947368421053, 0.6736842105263159, 0.6894736842105265, 0.705263157894737, 0.7210526315789476, 0.736842105263158, 0.7526315789473685, 0.7684210526315791, 0.7842105263157897, 0.8, 0.0023048997373335918]",4193116498,0.04976570900180377,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,40,7,1.0,0.05,0.0023048997373335918,0.031843366656181316,0.07238241365054197,26,63708,63708,63708,936292,31845,0.968022,0.999877175069316,115,0,115,0,0,,injected samples,"[817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 31845]","[1, 3, 4, 3, 2, 3, 3, 1, 2, 4, 2, 3, 7, 4, 2, 2, 3, 6, 5, 1, 1, 2, 1, 3, 4, 4, 3, 5, 0, 3, 3, 2, 5, 4, 3, 2, 6, 1, 2, 936177]","[1, 3, 4, 3, 2, 3, 3, 1, 2, 4, 2, 3, 7, 4, 2, 2, 3, 6, 5, 1, 1, 2, 1, 3, 4, 4, 3, 5, 0, 3, 3, 2, 5, 4, 3, 2, 6, 1, 2, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.21578947368421053, 0.23157894736842108, 0.2473684210526316, 0.26315789473684215, 0.27894736842105267, 0.2947368421052632, 0.3105263157894737, 0.3263157894736842, 0.3421052631578948, 0.3578947368421053, 0.37368421052631584, 0.38947368421052636, 0.4052631578947369, 0.42105263157894746, 0.436842105263158, 0.4526315789473685, 0.468421052631579, 0.48421052631578954, 0.5000000000000001, 0.5157894736842106, 0.5315789473684212, 0.5473684210526317, 0.5631578947368422, 0.5789473684210527, 0.5947368421052632, 0.6105263157894738, 0.6263157894736844, 0.6421052631578948, 0.6578947368421053, 0.6736842105263159, 0.6894736842105265, 0.705263157894737, 0.7210526315789476, 0.736842105263158, 0.7526315789473685, 0.7684210526315791, 0.7842105263157897, 0.8, 0.0023048997373335918]",3166088588,0.033080499997595325,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,40,7,1.0,0.05,0.0023048997373335918,0.031843366656181316,0.07238241365054197,26,999991,999991,0,1000000,0,9e-06,9e-06,999991,999572,380,39,199872,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[999588, 8, 10, 14, 9, 8, 11, 7, 9, 8, 15, 13, 9, 8, 12, 10, 12, 16, 11, 5, 15, 11, 11, 9, 11, 9, 8, 10, 12, 10, 12, 9, 12, 12, 14, 9, 13, 12, 9, 9]","[15, 7, 9, 13, 8, 7, 10, 6, 8, 7, 14, 12, 8, 7, 11, 9, 11, 15, 10, 4, 14, 10, 10, 8, 10, 8, 7, 9, 11, 9, 11, 8, 11, 11, 13, 8, 12, 11, 8, 8]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[199673.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0, 2.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 5.0, 6.0, 8.0, 7.0, 4.0, 2.0, 11.0, 4.0, 3.0, 6.0, 7.0, 6.0, 6.0, 6.0, 7.0, 7.0, 6.0, 5.0, 4.0, 10.0, 9.0, 7.0, 9.0, 11.0, 7.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.21578947368421053, 0.23157894736842108, 0.2473684210526316, 0.26315789473684215, 0.27894736842105267, 0.2947368421052632, 0.3105263157894737, 0.3263157894736842, 0.3421052631578948, 0.3578947368421053, 0.37368421052631584, 0.38947368421052636, 0.4052631578947369, 0.42105263157894746, 0.436842105263158, 0.4526315789473685, 0.468421052631579, 0.48421052631578954, 0.5000000000000001, 0.5157894736842106, 0.5315789473684212, 0.5473684210526317, 0.5631578947368422, 0.5789473684210527, 0.5947368421052632, 0.6105263157894738, 0.6263157894736844, 0.6421052631578948, 0.6578947368421053, 0.6736842105263159, 0.6894736842105265, 0.705263157894737, 0.7210526315789476, 0.736842105263158, 0.7526315789473685, 0.7684210526315791, 0.7842105263157897, 0.8, 0.0023048997373335918]",1296575620,0.07359600000199862,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,40,8,1.0,0.05,0.0023048997373335918,0.031843366656181316,0.07238241365054197,26,63708,63708,63708,936292,31845,0.968037,0.9998931957124487,100,0,100,0,0,,injected samples,"[817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 31845]","[3, 5, 3, 4, 6, 2, 0, 5, 2, 2, 2, 1, 3, 4, 2, 1, 2, 3, 5, 1, 4, 1, 0, 0, 2, 4, 2, 2, 5, 1, 4, 4, 3, 3, 1, 4, 2, 0, 2, 936192]","[3, 5, 3, 4, 6, 2, 0, 5, 2, 2, 2, 1, 3, 4, 2, 1, 2, 3, 5, 1, 4, 1, 0, 0, 2, 4, 2, 2, 5, 1, 4, 4, 3, 3, 1, 4, 2, 0, 2, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.21578947368421053, 0.23157894736842108, 0.2473684210526316, 0.26315789473684215, 0.27894736842105267, 0.2947368421052632, 0.3105263157894737, 0.3263157894736842, 0.3421052631578948, 0.3578947368421053, 0.37368421052631584, 0.38947368421052636, 0.4052631578947369, 0.42105263157894746, 0.436842105263158, 0.4526315789473685, 0.468421052631579, 0.48421052631578954, 0.5000000000000001, 0.5157894736842106, 0.5315789473684212, 0.5473684210526317, 0.5631578947368422, 0.5789473684210527, 0.5947368421052632, 0.6105263157894738, 0.6263157894736844, 0.6421052631578948, 0.6578947368421053, 0.6736842105263159, 0.6894736842105265, 0.705263157894737, 0.7210526315789476, 0.736842105263158, 0.7526315789473685, 0.7684210526315791, 0.7842105263157897, 0.8, 0.0023048997373335918]",4153562942,0.030442250004853122,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,40,8,1.0,0.05,0.0023048997373335918,0.031843366656181316,0.07238241365054197,26,999992,999992,0,1000000,0,8e-06,8e-06,999992,999594,359,39,200299,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[999602, 9, 8, 13, 11, 15, 10, 7, 12, 11, 15, 10, 10, 9, 8, 8, 10, 7, 11, 13, 10, 3, 9, 9, 15, 13, 6, 11, 12, 9, 12, 12, 13, 13, 9, 11, 10, 8, 8, 8]","[7, 8, 7, 12, 10, 14, 9, 6, 11, 10, 14, 9, 9, 8, 7, 7, 9, 6, 10, 12, 9, 2, 8, 8, 14, 12, 5, 10, 11, 8, 11, 11, 12, 12, 8, 10, 9, 7, 7, 7]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[200102.0, 0.0, 0.0, 1.0, 1.0, 3.0, 3.0, 2.0, 3.0, 3.0, 6.0, 2.0, 4.0, 3.0, 5.0, 5.0, 7.0, 3.0, 7.0, 6.0, 7.0, 2.0, 6.0, 6.0, 11.0, 10.0, 3.0, 10.0, 8.0, 6.0, 5.0, 9.0, 8.0, 8.0, 8.0, 9.0, 9.0, 5.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.21578947368421053, 0.23157894736842108, 0.2473684210526316, 0.26315789473684215, 0.27894736842105267, 0.2947368421052632, 0.3105263157894737, 0.3263157894736842, 0.3421052631578948, 0.3578947368421053, 0.37368421052631584, 0.38947368421052636, 0.4052631578947369, 0.42105263157894746, 0.436842105263158, 0.4526315789473685, 0.468421052631579, 0.48421052631578954, 0.5000000000000001, 0.5157894736842106, 0.5315789473684212, 0.5473684210526317, 0.5631578947368422, 0.5789473684210527, 0.5947368421052632, 0.6105263157894738, 0.6263157894736844, 0.6421052631578948, 0.6578947368421053, 0.6736842105263159, 0.6894736842105265, 0.705263157894737, 0.7210526315789476, 0.736842105263158, 0.7526315789473685, 0.7684210526315791, 0.7842105263157897, 0.8, 0.0023048997373335918]",3558610737,0.04964666601154022,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,40,9,1.0,0.05,0.0023048997373335918,0.031843366656181316,0.07238241365054197,26,63708,63708,63708,936292,31845,0.968033,0.9998889235409466,104,0,104,0,0,,injected samples,"[817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 31845]","[9, 2, 1, 4, 4, 3, 2, 1, 4, 3, 4, 4, 3, 2, 1, 1, 3, 1, 1, 3, 1, 1, 2, 3, 1, 7, 2, 3, 4, 1, 0, 2, 2, 4, 4, 2, 3, 5, 1, 936188]","[9, 2, 1, 4, 4, 3, 2, 1, 4, 3, 4, 4, 3, 2, 1, 1, 3, 1, 1, 3, 1, 1, 2, 3, 1, 7, 2, 3, 4, 1, 0, 2, 2, 4, 4, 2, 3, 5, 1, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.21578947368421053, 0.23157894736842108, 0.2473684210526316, 0.26315789473684215, 0.27894736842105267, 0.2947368421052632, 0.3105263157894737, 0.3263157894736842, 0.3421052631578948, 0.3578947368421053, 0.37368421052631584, 0.38947368421052636, 0.4052631578947369, 0.42105263157894746, 0.436842105263158, 0.4526315789473685, 0.468421052631579, 0.48421052631578954, 0.5000000000000001, 0.5157894736842106, 0.5315789473684212, 0.5473684210526317, 0.5631578947368422, 0.5789473684210527, 0.5947368421052632, 0.6105263157894738, 0.6263157894736844, 0.6421052631578948, 0.6578947368421053, 0.6736842105263159, 0.6894736842105265, 0.705263157894737, 0.7210526315789476, 0.736842105263158, 0.7526315789473685, 0.7684210526315791, 0.7842105263157897, 0.8, 0.0023048997373335918]",1215193654,0.03203445799590554,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,40,9,1.0,0.05,0.0023048997373335918,0.031843366656181316,0.07238241365054197,26,999993,999993,0,1000000,0,7e-06,7e-06,999993,999557,397,39,200428,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[999568, 8, 13, 7, 16, 14, 9, 5, 16, 10, 8, 7, 14, 12, 14, 7, 18, 9, 17, 12, 9, 7, 11, 22, 14, 12, 4, 3, 13, 9, 16, 15, 9, 10, 5, 12, 17, 9, 12, 7]","[10, 7, 12, 6, 15, 13, 8, 4, 15, 9, 7, 6, 13, 11, 13, 6, 17, 8, 16, 11, 8, 6, 10, 21, 13, 11, 3, 2, 12, 8, 15, 14, 8, 9, 4, 11, 16, 8, 11, 6]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[200219.0, 3.0, 2.0, 2.0, 5.0, 2.0, 2.0, 1.0, 4.0, 4.0, 3.0, 2.0, 6.0, 7.0, 7.0, 4.0, 8.0, 6.0, 5.0, 5.0, 4.0, 4.0, 9.0, 11.0, 8.0, 6.0, 4.0, 2.0, 4.0, 7.0, 8.0, 10.0, 7.0, 7.0, 5.0, 7.0, 12.0, 8.0, 8.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.21578947368421053, 0.23157894736842108, 0.2473684210526316, 0.26315789473684215, 0.27894736842105267, 0.2947368421052632, 0.3105263157894737, 0.3263157894736842, 0.3421052631578948, 0.3578947368421053, 0.37368421052631584, 0.38947368421052636, 0.4052631578947369, 0.42105263157894746, 0.436842105263158, 0.4526315789473685, 0.468421052631579, 0.48421052631578954, 0.5000000000000001, 0.5157894736842106, 0.5315789473684212, 0.5473684210526317, 0.5631578947368422, 0.5789473684210527, 0.5947368421052632, 0.6105263157894738, 0.6263157894736844, 0.6421052631578948, 0.6578947368421053, 0.6736842105263159, 0.6894736842105265, 0.705263157894737, 0.7210526315789476, 0.736842105263158, 0.7526315789473685, 0.7684210526315791, 0.7842105263157897, 0.8, 0.0023048997373335918]",1730082891,0.04925991599156987,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,40,10,1.0,0.05,0.0023048997373335918,0.031843366656181316,0.07238241365054197,26,63708,63708,63708,936292,31845,0.96802,0.999875038983565,117,0,117,0,0,,injected samples,"[817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 817, 31845]","[1, 5, 3, 7, 5, 3, 4, 2, 3, 1, 3, 1, 4, 2, 5, 2, 4, 6, 5, 4, 4, 4, 1, 2, 2, 3, 5, 3, 1, 2, 4, 2, 2, 0, 2, 1, 3, 2, 4, 936175]","[1, 5, 3, 7, 5, 3, 4, 2, 3, 1, 3, 1, 4, 2, 5, 2, 4, 6, 5, 4, 4, 4, 1, 2, 2, 3, 5, 3, 1, 2, 4, 2, 2, 0, 2, 1, 3, 2, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.21578947368421053, 0.23157894736842108, 0.2473684210526316, 0.26315789473684215, 0.27894736842105267, 0.2947368421052632, 0.3105263157894737, 0.3263157894736842, 0.3421052631578948, 0.3578947368421053, 0.37368421052631584, 0.38947368421052636, 0.4052631578947369, 0.42105263157894746, 0.436842105263158, 0.4526315789473685, 0.468421052631579, 0.48421052631578954, 0.5000000000000001, 0.5157894736842106, 0.5315789473684212, 0.5473684210526317, 0.5631578947368422, 0.5789473684210527, 0.5947368421052632, 0.6105263157894738, 0.6263157894736844, 0.6421052631578948, 0.6578947368421053, 0.6736842105263159, 0.6894736842105265, 0.705263157894737, 0.7210526315789476, 0.736842105263158, 0.7526315789473685, 0.7684210526315791, 0.7842105263157897, 0.8, 0.0023048997373335918]",3746436582,0.03116366598987952,simulated
